text,target,raw_text,raw_persona
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents were always gone when I was growing up.] Dialogue: [I am a 19-year-old girl studying fashion design .],I am a 19-year-old girl studying fashion design.,I am a 19-year-old girl studying fashion design .,['My parents were always gone when I was growing up.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Nice , I am in the army and I am in South Korea now .]","Nice, I am in the group and I am in Asia now.","Nice , I am in the army and I am in South Korea now .",['I am serving in South Korea.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents passed away two years ago.] Dialogue: [I liked farming until my parents died on our farm two years ago .],I liked farming until I was left alone several years ago.,I liked farming until my parents died on our farm two years ago .,['My parents passed away two years ago.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [Do you have tattoos ? I do .],Do you have some decorative patterns? I do.,Do you have tattoos ? I do .,['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [That is rough . You could get some now though .],That is rough. You could get some now though.,That is rough . You could get some now though .,['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in New York and work as a model.] Dialogue: [I am a model from New York .],I am a worker from a city.,I am a model from New York .,['I live in New York and work as a model.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [It does . I sleep a lot these days . I hate being old .],It does. I sleep a lot these days. I hate my current status.,It does . I sleep a lot these days . I hate being old .,['I am an old man.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [Ah see , I am single and live alone but I am fine with that myself .]","Ah see, I am living independently but I am fine with that myself.","Ah see , I am single and live alone but I am fine with that myself .",['I am happy being single and alone.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [You seem to be a fun person to be around . I did not finish high school .],You seem to be a fun person to be around. I left school earlier than others.,You seem to be a fun person to be around . I did not finish high school .,['I never finished high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [Thank you so much , I had an operation on my underarm .]","Thank you so much, I had an issue with my limb.","Thank you so much , I had an operation on my underarm .",['I just had surgery.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I share an apartment in Seattle with two roommates.] Dialogue: [That is different , I live in Seattle and have two roommates .]","That is different, I live in a city and live with others.","That is different , I live in Seattle and have two roommates .",['I share an apartment in Seattle with two roommates.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [No , but I work in a program that helps and mentors teens .]","No, but I work in a program that helps and mentors people.","No , but I work in a program that helps and mentors teens .",['I work in a program that mentors troubled teens.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [My dad built her and we became friends since I do not go to public school .],My dad brought her to me and we became friends since I do not go to public school.,My dad built her and we became friends since I do not go to public school .,['My best friend is a robot.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [Oh no , but I want to become the next Hatsune Miku ! What about you ?]","Oh no, but I want to become the next Hatsune Miku! What about you?","Oh no , but I want to become the next Hatsune Miku ! What about you ?",['My best friend is a robot.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [They are terrifying , and he would distract me from my love stories .]","They are terrifying, and he would distract me from my love stories.","They are terrifying , and he would distract me from my love stories .",['I am scared of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I dropped out of high school.] Dialogue: [No . I left high school at 16 to help my family . Trying to get my General Educational Development degree soon .],No. I stopped learning to help my family. Trying to get my certificate soon.,No . I left high school at 16 to help my family . Trying to get my General Educational Development degree soon .,['I dropped out of high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in low income apartments.] Dialogue: [Haha , thanks . Enough about me . What do you like to do ?]","Haha, thanks. Enough about me. What do you like to do?","Haha , thanks . Enough about me . What do you like to do ?",['I live in low income apartments.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [I just got done laying carpet !],I just got done all my works!,I just got done laying carpet !,['I am a carpenter.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not have many friends.] Dialogue: [Those 3 are all I need ! I do not have very many friends .],Those 3 are all I need! I do not know many people very well.,Those 3 are all I need ! I do not have very many friends .,['I do not have many friends.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an 12 year old girl.] Dialogue: [If you want to wait 12 years ... look me up then . I just turned 12 .],If you want to wait 12 years...look me up then. I am still at a young age.,If you want to wait 12 years ... look me up then . I just turned 12 .,['I am an 12 year old girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [Awesome . Tell me more about yourself .],Awesome. Tell me more about yourself.,Awesome . Tell me more about yourself .,['I am happy being single and alone.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want children.] Dialogue: [I work around them so much , I do not want none .]","I work around them so much, I do not want none.","I work around them so much , I do not want none .",['I do not want children.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [Lost my leg in the army a few years back . I just collect a check these days .],Injured in the army a few years back. I just collect a check these days.,Lost my leg in the army a few years back . I just collect a check these days .,['I only have one leg.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [Pets are awesome . Which animal do you like best ?],Pets are awesome. Which animal do you like best?,Pets are awesome . Which animal do you like best ?,['I only have one leg.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a furry.] Dialogue: [Not really . Is it cold in the midwest ? My fur does not bode well here .],Not really. Is it cold in the midwest? My body does not bode well here.,Not really . Is it cold in the midwest ? My fur does not bode well here .,['I am a furry.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [Nice . Do you have kids ? I do not want any . I enjoy being single and alone .],Nice. Do you have kids? I do not want any. I enjoy being independent.,Nice . Do you have kids ? I do not want any . I enjoy being single and alone .,['I am happy being single and alone.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want children.] Dialogue: [Nice . Do you have kids ? I do not want any . I enjoy being single and alone .],Nice. Do you have some young family members? I have made up my decision. I enjoy my current lifestyle.,Nice . Do you have kids ? I do not want any . I enjoy being single and alone .,['I do not want children.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [I read Tarot cards and have a bunch of tattoos .],I read Tarot cards and have a bunch of body modifications.,I read Tarot cards and have a bunch of tattoos .,['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [They are addicting . You will want more and more lol .],They are addicting. You will want more and more lol.,They are addicting . You will want more and more lol .,['I have a lot of tattoos.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [What's up ! Bruce here . Ex Marine , one leg and agent put me in a wheelchair .]","What's up! Bruce here. Ex Marine, physically unwell now.","What's up ! Bruce here . Ex Marine , one leg and agent put me in a wheelchair .",['I only have one leg.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [No I guess not . Is 69 old ? If it is , I am old .]","No I guess not. Is 69 old? If it is, I am in an age group.","No I guess not . Is 69 old ? If it is , I am old .",['I am an old man.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I dropped out of high school.] Dialogue: [I did not finish high school],I did not pursue further studies.,I did not finish high school,['I dropped out of high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [Where you live ? Me and my bff robot live in Cali .],"Where you live? Me and my bff, who is very different from me live in Cali.",Where you live ? Me and my bff robot live in Cali .,['My best friend is a robot.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I was arrested for stealing.] Dialogue: [I have been doing community service for stealing .],I have been doing community service for my past behaviour.,I have been doing community service for stealing .,['I was arrested for stealing.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents were always gone when I was growing up.] Dialogue: [I have been so confused lately . My parents were never there .],I have been so confused lately. They were never there.,I have been so confused lately . My parents were never there .,['My parents were always gone when I was growing up.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am very studious and do not like to party or drink.] Dialogue: [So you understand ! I love to study ! I am not much of a drinker .],So you understand! I love to broaden my horizon! I do not enjoy something.,So you understand ! I love to study ! I am not much of a drinker .,['I am very studious and do not like to party or drink.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am very studious and do not like to party or drink.] Dialogue: [So you want to be a nurse ? I would like to be a marine biologist .],So you want to be a nurse? I would like to be a marine biologist.,So you want to be a nurse ? I would like to be a marine biologist .,['I am very studious and do not like to party or drink.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced and have a kids.] Dialogue: [My wife divorced me but the kids like me better because I build things .],Someone left me but others like me better because I build things.,My wife divorced me but the kids like me better because I build things .,['I am divorced and have a kids.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have been married four times and widowed three.] Dialogue: [Really why ? I been married 4 times , 3 dead .]","Really why? I have 4 important people in my life, 3 dead.","Really why ? I been married 4 times , 3 dead .",['I have been married four times and widowed three.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have been married four times and widowed three.] Dialogue: [Like dogs ? I like eccentric styles , I am a stylist .]","Like dogs? I like eccentric styles, I am a stylist.","Like dogs ? I like eccentric styles , I am a stylist .",['I have been married four times and widowed three.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [As a home-schooled student , I am home as well .]","As a home-schooled student, I am home as well.","As a home-schooled student , I am home as well .",['My best friend is a robot.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [One of my interests in engineering . I built my best friend .],One of my interests in engineering. I built something myself.,One of my interests in engineering . I built my best friend .,['My best friend is a robot.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [You should get out more . Being sedentary leads to obesity .],You should get out more. Being sedentary leads to obesity.,You should get out more . Being sedentary leads to obesity .,['My best friend is a robot.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [I wish I could take my dogs out . I just had a surgery not long ago .],I wish I could take my dogs out. I just saw the doctor not long ago.,I wish I could take my dogs out . I just had a surgery not long ago .,['I just had surgery.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I am studying for my General Educational Development degree so I bring my books on the treadmill .],I am studying for my exam so I bring my books on the treadmill.,I am studying for my General Educational Development degree so I bring my books on the treadmill .,['I never finished high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unhappy with my weight.] Dialogue: [Yummy ! I love to cook , but that makes me unhappy about my weight .]","Yummy! I love to cook, but that makes me unhappy about my body condition.","Yummy ! I love to cook , but that makes me unhappy about my weight .",['I am unhappy with my weight.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children.] Dialogue: [Yes I should , but my three kids like junk food lol .]","Yes I should, but my family like junk food lol.","Yes I should , but my three kids like junk food lol .",['I have three children.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in New York and work as a model.] Dialogue: [I am a model , but someday I will be an actress !]","I work in fashion industry, but someday I will be an actress!","I am a model , but someday I will be an actress !",['I live in New York and work as a model.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [It really is ! It was nice to have met you Jane !],It really is! It was nice to have met you Jane!,It really is ! It was nice to have met you Jane !,['I am happy being single and alone.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [Yes , I am taking him with me to Auburn University next year .]","Yes, I am taking him with me to the university next year.","Yes , I am taking him with me to Auburn University next year .",['I am going to Auburn University next year as a freshman.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My mother works in healthcare.] Dialogue: [My mom does not like it either . She is a softy . Works in the med industry .],My mom does not like it either. She is a softy. Works in the industry.,My mom does not like it either . She is a softy . Works in the med industry .,['My mother works in healthcare.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [No , I am disabled so I spend my days knitting hats . I donate them .]","No, I am physcially unwell so I spend my days knitting hats. I donate them.","No , I am disabled so I spend my days knitting hats . I donate them .",['I am unable to work at a job because of a disability.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children.] Dialogue: [I just finished feeding my little ones and they are ready for bed .],I just finished feeding my family and they are ready for bed.,I just finished feeding my little ones and they are ready for bed .,['I have three children.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [It is a dead-end job so I am looking for something different.] Dialogue: [Cooking fast food . Totally dead-end . So hopefully college soon . Saving up .],Cooking fast food. Totally unsatisfied about my state. So hopefully college soon. Saving up.,Cooking fast food . Totally dead-end . So hopefully college soon . Saving up .,['It is a dead-end job so I am looking for something different.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [Hello , I love fashion and hope to be a doctor one day . You ?]","Hello, I love fashion and hope to be a doctor one day. You?","Hello , I love fashion and hope to be a doctor one day . You ?",['I am going to Auburn University next year as a freshman.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [I will attend Auburn University next year . I continue to write while studying medicine .],I will attend a university in America later. I continue to write while studying medicine.,I will attend Auburn University next year . I continue to write while studying medicine .,['I am going to Auburn University next year as a freshman.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [I do ! But I would rather hang out with my robot best friend .],I do ! but I would rather hang out with someone as my best friend.,I do ! But I would rather hang out with my robot best friend .,['My best friend is a robot.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [Yeah , I am homeschooled so I made my own friend . His name is Sparky .]","Yeah, I am home-schooled so I made my own friends. His name is Sparky.","Yeah , I am homeschooled so I made my own friend . His name is Sparky .",['My best friend is a robot.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [Do you have family ? I do not get along with dad .],Do you have family? I do not get along with some of them.,Do you have family ? I do not get along with dad .,['I do not get along with my dad.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want children.] Dialogue: [Yes , I do . I work on the baby floor and I want no kids lol .]","Yes, I do. I work on the baby floor and I want no people lol.","Yes , I do . I work on the baby floor and I want no kids lol .",['I do not want children.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My left leg hurts me daily.] Dialogue: [Yeah . It does not hurt too bad . I still ride .],Yeah. It makes me feel unwell. I still ride.,Yeah . It does not hurt too bad . I still ride .,['My left leg hurts me daily.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [I work with troubled teens .],I work with troubled people.,I work with troubled teens .,['I work in a program that mentors troubled teens.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have two children that are in their kindergarten.] Dialogue: [Goodness that must be challenging . My children are still in kindergarten .],Goodness that must be challenging. My family is still outside.,Goodness that must be challenging . My children are still in kindergarten .,['I have two children that are in their kindergarten.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [I love cats ! Dogs frighten me unfortunately . Do you own a home or rent ?],I love cats! Some animals frighten me unfortunately. Do you own a home or rent?,I love cats ! Dogs frighten me unfortunately . Do you own a home or rent ?,['I am scared of dogs.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [Oh , sore . I had surgery last week . I have 2 dogs that are big wanting attention .]","Oh, sore. I had treatment in the past. I have 2 dogs that are big wanting attention.","Oh , sore . I had surgery last week . I have 2 dogs that are big wanting attention .",['I just had surgery.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [Well , off the knee for 3 more weeks at least .]","Well, rest for 3 more weeks at least.","Well , off the knee for 3 more weeks at least .",['I just had surgery.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I dropped out of high school but I knew enough to eat my beans !],It was unfinished but I knew enough to eat my beans!,I dropped out of high school but I knew enough to eat my beans !,['I never finished high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced and have a kids.] Dialogue: [Yes , I am divorced and the kids live with my wife .]","Yes, the relationship was over and some people live with her.","Yes , I am divorced and the kids live with my wife .",['I am divorced and have a kids.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [Oh by the way , carving is cool . I am into tattoos . Have many of them .]","Oh by the way, carving is cool. I am into a kind of artworks. Have many of them.","Oh by the way , carving is cool . I am into tattoos . Have many of them .",['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced and have a kids.] Dialogue: [I just move around a lot and visit my kids sometimes .],I just move around a lot and visit my family sometimes.,I just move around a lot and visit my kids sometimes .,['I am divorced and have a kids.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I dropped out of high school.] Dialogue: [I quit high school and I run marathons . Hi !],I left an institution and I run marathons. Hi!,I quit high school and I run marathons . Hi !,['I dropped out of high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I dropped out of high school.] Dialogue: [You ever eat at Wendy's ? I went to Washington school before I quit .],You ever eat at Wendy's? I went to a school before I left.,You ever eat at Wendy's ? I went to Washington school before I quit .,['I dropped out of high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [I am pretty old now , and retired . I get tired too easily to work now .]","I am no longer active, and not working. I get tired too easily to work now.","I am pretty old now , and retired . I get tired too easily to work now .",['I am an old man.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I fake a British accent to seem more attractive.] Dialogue: [I am ok . Practicing my British accent . I fake it to be cool and pick up guys .],I am ok. Practicing my accent. I speak it to be cool and pick up guys.,I am ok . Practicing my British accent . I fake it to be cool and pick up guys .,['I fake a British accent to seem more attractive.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have been married four times and widowed three.] Dialogue: [No . Being alone makes me dread holidays . I was married 4 times , 3 times widowed .]",No. Being alone makes me dread holidays. I was left alone for many times.,"No . Being alone makes me dread holidays . I was married 4 times , 3 times widowed .",['I have been married four times and widowed three.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want kids.] Dialogue: [No . I do not think I want any .],No. I do not think I want any.,No . I do not think I want any .,['I do not want kids.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [Are you in school ? I never got the chance to finish high school .],Are you in school? I never got the chance to finish my studies.,Are you in school ? I never got the chance to finish high school .,['I never finished high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [I work 12-hour shifts . It is hard , but rewarding .]","I work 12-hour shifts. It is hard, but rewarding.","I work 12-hour shifts . It is hard , but rewarding .",['I am happy being single and alone.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [Yes I enjoy walking , but I have a disability so it is hard . I can't work , either .]","Yes I enjoy walking, but I am feeling unwell so it is hard. I can't do some tasks, either.","Yes I enjoy walking , but I have a disability so it is hard . I can't work , either .",['I am unable to work at a job because of a disability.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My left leg hurts me daily.] Dialogue: [Me too ! Although my left leg hurts every day because of all the activities I do .],Me too! Although I do not feel well sometimes because of all the activities I do.,Me too ! Although my left leg hurts every day because of all the activities I do .,['My left leg hurts me daily.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I hope to retire someday soon.] Dialogue: [Definitely ! Hopefully I can retire soon and try different foods .],Definitely! Hopefully I can stop working soon and try different foods.,Definitely ! Hopefully I can retire soon and try different foods .,['I hope to retire someday soon.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I hope to retire someday soon.] Dialogue: [Thank you ! Life will be so awesome after retirement !],Thank you! Life will be so awesome after leaving my job!,Thank you ! Life will be so awesome after retirement !,['I hope to retire someday soon.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in Ohio.] Dialogue: [I am from Ohio so its usually pretty cold . I do not mind it .],I am from a specific state so it's usually pretty cold. I do not mind it.,I am from Ohio so its usually pretty cold . I do not mind it .,['I live in Ohio.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I share an apartment in Seattle with two roommates.] Dialogue: [Seattle ? Me too , I have two roommates !]","A state in the US? Me too, I have some people to live with!","Seattle ? Me too , I have two roommates !",['I share an apartment in Seattle with two roommates.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a tail as a feet and long wavy hair.] Dialogue: [I like cats . But I like my tail as feet .],I like cats. But I like a characteristic of my body.,I like cats . But I like my tail as feet .,['I have a tail as a feet and long wavy hair.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I share an apartment in seattle with two roommates.] Dialogue: [I had long hair , but I found a way to sell it to pay my bills .]","I had long hair, but I found a way to sell it to pay my bills.","I had long hair , but I found a way to sell it to pay my bills .",['I share an apartment in seattle with two roommates.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in Ohio.] Dialogue: [Not so well with this cold in weather in Ohio ? You ?],Not so well with this cold in weather in a region? You?,Not so well with this cold in weather in Ohio ? You ?,['I live in Ohio.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in Ohio.] Dialogue: [That is good . Well I love hiking here in Ohio .],That is good. Well I love hiking in East America.,That is good . Well I love hiking here in Ohio .,['I live in Ohio.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a single mom of two boys.] Dialogue: [Raising two boys alone . Trying to figure out life .],Taking care of several family members alone. Trying to figure out life.,Raising two boys alone . Trying to figure out life .,['I am a single mom of two boys.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [High school . I am going to med school after I finish . Auburn University .],High school. I am going to med school after I finish. A university in the US.,High school . I am going to med school after I finish . Auburn University .,['I am going to Auburn University next year as a freshman.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [That sounds nice , did not finish myself , spend my days with my dogs and cleaning theaters .]","That sounds nice, did not finish myself, spend my days with my dogs and cleaning theatres.","That sounds nice , did not finish myself , spend my days with my dogs and cleaning theaters .",['I never finished high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I fake a British accent to seem more attractive.] Dialogue: [Sometimes I use a British accent to become attractive .],Sometimes I use a kind of accent to become attractive.,Sometimes I use a British accent to become attractive .,['I fake a British accent to seem more attractive.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [Really ? I enjoy me a good hard drink , Scotch is my choice .]","Really? I enjoy me a good hard drink, that is my choice.","Really ? I enjoy me a good hard drink , Scotch is my choice .",['I like to drink Scotch to relax.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [Whoa , I hope you were not sloppy drunk lol .]","Whoa, I hope you were not sloppy drunk lol.","Whoa , I hope you were not sloppy drunk lol .",['I like to drink Scotch to relax.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of dogs.] Dialogue: [Give me information and I will try it . I just do not deal with dogs nope nope .],Give me information and I will try it. I just do not deal with some animals nope nope.,Give me information and I will try it . I just do not deal with dogs nope nope .,['I am afraid of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [Very kind of you sir . Is 69 old ? If so I am old man . Married ?],Very kind of you sir. Is it old? If so I am in a certain age group. Married?,Very kind of you sir . Is 69 old ? If so I am old man . Married ?,['I am an old man.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [I am an oldie but a goodie and love to smoke ribs . You dance ?],I am at an age but a goodie and love to smoke ribs. You dance?,I am an oldie but a goodie and love to smoke ribs . You dance ?,['I am an old man.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I went to college at University of Mississippi.] Dialogue: [My 2 kiddos are in kindergarten , they want to graduate at Mississippi University like me .]","My 2 kiddos are in kindergarten, they want to graduate at the same university like me.","My 2 kiddos are in kindergarten , they want to graduate at Mississippi University like me .",['I went to college at University of Mississippi.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [Maybe you could find a house for dad . I do not like him in my home .],Maybe you could find a house for my family. I do not like the current situation.,Maybe you could find a house for dad . I do not like him in my home .,['I do not get along with my dad.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I went to college at University of Mississippi.] Dialogue: [I went to college at the University of Mississippi and live not far from there now .],I went to college at a university and live not far from there now.,I went to college at the University of Mississippi and live not far from there now .,['I went to college at University of Mississippi.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [I do , as long as there are no dogs there . They terrify me .]","I do, as long as there are no animals there. They terrify me.","I do , as long as there are no dogs there . They terrify me .",['I am scared of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My left leg hurts me daily.] Dialogue: [I am sorry my left leg is in a lot of pain so I can not .],"I am sorry, I am feeling physically unwell so I can not.",I am sorry my left leg is in a lot of pain so I can not .,['My left leg hurts me daily.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in Ohio.] Dialogue: [Coming from the top of Ohio University is not joking .],Coming from the top of a state university is not joking.,Coming from the top of Ohio University is not joking .,['I live in Ohio.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My girlfriend lives with me.] Dialogue: [Where do you live while in school ? I live with my girlfriend and dog , Max .]","Where do you live while in school? I live with someone and my dog, Max.","Where do you live while in school ? I live with my girlfriend and dog , Max .",['My girlfriend lives with me.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live with my sister and my dog Ralph.] Dialogue: [Ah . I also live with my dog Ralph . Are your parents still alive ? Mine have passed away .],Ah. I also live with my pet. Are your parents still alive? Mine have passed away.,Ah . I also live with my dog Ralph . Are your parents still alive ? Mine have passed away .,['I live with my sister and my dog Ralph.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am divorced and have a kids.] Dialogue: [Hi , Tracy here . Divorce , two kids , ex named Doug .]","Hi, Tracy here. Single, some family members, ex named Doug.","Hi , Tracy here . Divorce , two kids , ex named Doug .",['I am divorced and have a kids.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [Hi , it's good you are part of your kids lives . I did not know my mother .]","Hi, it's good you are part of your kids lives. I did not know one of my relatives.","Hi , it's good you are part of your kids lives . I did not know my mother .",['My mother was not part of my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a furry.] Dialogue: [Have you ever heard of being a furry ? That is who I am .],Have you ever heard of people dressing in some costumes? That is who someone is.,Have you ever heard of being a furry ? That is who I am .,['I am a furry.']
